Time(HH:MM:SS:sss),CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,CV10,CV11,CV12,CV13,CV14,CV15,CV16,Cell_Diff,Module_Voltage(V),Current(A),Capacity(AH),Temp1,Temp2,Temp3,Temp_Diff
2:6:10:8750,03.252600,3.252300,3.256800,3.252900,3.253300,3.252800,3.254000,3.254800,3.251700,3.253000,3.253800,3.250400,3.253100,3.252400,3.253000,3.253400,0.006400,52.057999,0.000000,0.000000,28.074020,28.064575,28.130722,0.066147
2:6:11:0770,03.253000,3.252500,3.256700,3.253200,3.253400,3.252700,3.254000,3.254600,3.251800,3.253000,3.253800,3.250300,3.252900,3.252200,3.253300,3.253300,0.006400,52.060001,0.000000,0.000000,28.074020,28.059814,28.125992,0.066177
2:6:11:3040,03.252600,3.252400,3.256800,3.253100,3.253200,3.253000,3.254200,3.254700,3.251700,3.253200,3.254200,3.250500,3.253200,3.252200,3.253200,3.253600,0.006300,52.061001,0.000000,0.000000,28.059814,28.064575,28.130722,0.070908
2:6:11:4850,03.252700,3.252600,3.256600,3.253200,3.253300,3.252600,3.254200,3.254600,3.251700,3.253300,3.254000,3.250600,3.253400,3.252500,3.253200,3.253600,0.006000,52.062000,0.000000,0.000000,28.074020,28.069290,28.130722,0.061432
2:6:11:7020,03.253300,3.252800,3.256900,3.253200,3.253600,3.253200,3.254600,3.254900,3.252000,3.253200,3.254400,3.251000,3.253500,3.252700,3.253400,3.254100,0.005900,52.062000,0.000000,0.000000,28.074020,28.064575,28.130722,0.066147
2:6:11:9150,03.253800,3.252900,3.257200,3.253400,3.253800,3.253400,3.254600,3.255200,3.251900,3.253400,3.254200,3.251000,3.253500,3.252800,3.253400,3.253900,0.006200,52.063000,0.000000,0.000000,28.069290,28.064575,28.130722,0.066147
2:6:12:1300,03.253600,3.252800,3.257000,3.253100,3.253300,3.252800,3.254400,3.254600,3.251600,3.253100,3.254100,3.250600,3.253300,3.252400,3.253200,3.253400,0.006400,52.063999,0.000000,0.000000,28.074020,28.055115,28.125992,0.070877
2:6:12:3380,03.253800,3.253000,3.257100,3.253400,3.253900,3.253100,3.254700,3.255000,3.251800,3.253600,3.254500,3.250700,3.253500,3.252900,3.253700,3.253800,0.006400,52.064999,0.000000,0.000000,28.078720,28.064575,28.130722,0.066147
2:6:12:5610,03.253200,3.252600,3.257200,3.253200,3.253800,3.253300,3.254700,3.255300,3.252100,3.253300,3.254500,3.250900,3.253700,3.252900,3.253400,3.253600,0.006300,52.066002,0.000000,0.000000,28.074020,28.064575,28.130722,0.066147
2:6:12:7590,03.252800,3.252300,3.256900,3.253400,3.253500,3.253400,3.254500,3.254800,3.252000,3.253600,3.254400,3.250800,3.253500,3.252700,3.253500,3.253600,0.006100,52.067001,0.000000,0.000000,28.069290,28.069290,28.130722,0.061432
2:6:12:9700,03.252700,3.252500,3.257000,3.253300,3.253800,3.252900,3.254600,3.255100,3.252100,3.253200,3.254400,3.250700,3.253600,3.252700,3.253800,3.254000,0.006300,52.068001,0.000000,0.000000,28.074020,28.064575,28.130722,0.066147
2:6:13:1480,03.253400,3.252900,3.257200,3.253600,3.253800,3.253500,3.254800,3.255400,3.252400,3.253600,3.254600,3.251000,3.253800,3.253200,3.253700,3.253900,0.006200,52.069000,0.000000,0.000000,28.078720,28.064575,28.130722,0.066147
2:6:13:3530,03.254000,3.253500,3.257500,3.253800,3.254200,3.253700,3.255400,3.255500,3.252200,3.253900,3.254800,3.251600,3.254100,3.253500,3.253800,3.254400,0.005900,52.070000,0.000000,0.000000,28.074020,28.064575,28.140182,0.075607
2:6:13:5780,03.253900,3.253300,3.257300,3.253800,3.254200,3.253400,3.255200,3.255400,3.252300,3.253900,3.254400,3.251300,3.253900,3.253000,3.253900,3.254300,0.006000,52.070999,0.000000,0.000000,28.074020,28.069290,28.144897,0.075607
2:6:13:7890,03.254100,3.253600,3.257700,3.253800,3.254300,3.253600,3.255200,3.255800,3.252800,3.254200,3.255000,3.251400,3.254200,3.253300,3.254000,3.254600,0.006300,52.071999,0.000000,0.000000,28.074020,28.069290,28.130722,0.061432
2:6:13:9900,03.253600,3.253200,3.257400,3.253400,3.254400,3.253600,3.255000,3.255500,3.252500,3.253800,3.254900,3.251400,3.254100,3.253200,3.254000,3.254400,0.006000,52.073002,0.000000,0.000000,28.074020,28.074020,28.135437,0.061417
2:6:14:1990,03.254000,3.253400,3.257500,3.254000,3.254400,3.253600,3.255200,3.255800,3.252400,3.254000,3.254900,3.251500,3.254100,3.253400,3.254000,3.254400,0.006000,52.074001,0.000000,0.000000,28.083466,28.064575,28.130722,0.066147
2:6:14:4020,03.253900,3.253700,3.257800,3.254400,3.254400,3.253700,3.255200,3.255600,3.252800,3.254300,3.255000,3.251400,3.254200,3.253500,3.254200,3.254400,0.006400,52.075001,0.000000,0.000000,28.074020,28.069290,28.130722,0.061432
2:6:14:6190,03.253400,3.253600,3.258000,3.253600,3.254200,3.253600,3.255200,3.255800,3.252700,3.254000,3.255100,3.251200,3.254200,3.253500,3.254000,3.254600,0.006800,52.075001,0.000000,0.000000,28.083466,28.069290,28.140182,0.070892
2:6:14:8130,03.253900,3.253200,3.257700,3.254000,3.254200,3.253700,3.255300,3.255800,3.252600,3.253900,3.254900,3.251500,3.254000,3.253600,3.254400,3.254600,0.006200,52.076000,0.000000,0.000000,28.069290,28.064575,28.140182,0.075607
2:6:15:0080,03.254200,3.253600,3.257900,3.254200,3.254400,3.253800,3.255400,3.255700,3.252800,3.254300,3.255000,3.251600,3.254100,3.253600,3.254100,3.254400,0.006300,52.077000,0.000000,0.000000,28.074020,28.064575,28.135437,0.070862
2:6:15:1910,03.253500,3.253500,3.257900,3.253700,3.254200,3.253800,3.255300,3.256000,3.252400,3.254100,3.254800,3.251500,3.254000,3.253400,3.254200,3.254600,0.006400,52.077999,0.000000,0.000000,28.083466,28.074020,28.135437,0.061417
2:6:15:3830,03.254400,3.253700,3.258100,3.254200,3.254500,3.253700,3.255400,3.255900,3.253000,3.254000,3.255200,3.252000,3.254600,3.253400,3.254300,3.255000,0.006100,52.077999,0.000000,0.000000,28.074020,28.069290,28.140182,0.070892
2:6:15:5800,03.254300,3.253800,3.258000,3.254100,3.254500,3.253800,3.255400,3.255900,3.252800,3.254200,3.255200,3.251600,3.254200,3.253500,3.254300,3.254400,0.006400,52.078999,0.000000,0.000000,28.078720,28.074020,28.140182,0.066162
2:6:15:7830,03.254200,3.253900,3.257800,3.254400,3.254300,3.254100,3.255400,3.256100,3.253000,3.254400,3.255500,3.251800,3.254600,3.253800,3.254600,3.254800,0.006000,52.080002,0.000000,0.000000,28.074020,28.064575,28.140182,0.075607
2:6:15:9860,03.254400,3.253600,3.258200,3.254300,3.254400,3.253800,3.255600,3.255900,3.253000,3.254200,3.255200,3.251500,3.254500,3.253800,3.254300,3.254500,0.006700,52.081001,0.000000,0.000000,28.078720,28.064575,28.135437,0.070862
2:6:16:1900,03.254000,3.254000,3.258000,3.254600,3.255000,3.254400,3.255700,3.256300,3.253200,3.254600,3.255400,3.252000,3.254700,3.253900,3.254600,3.255000,0.006000,52.082001,0.000000,0.000000,28.074020,28.064575,28.135437,0.070862
2:6:16:3900,03.254700,3.253900,3.258100,3.254300,3.254700,3.254000,3.255700,3.256300,3.252900,3.254400,3.255400,3.252000,3.254400,3.254000,3.254600,3.254800,0.006100,52.083000,0.000000,0.000000,28.083466,28.069290,28.135437,0.066147
2:6:16:5960,03.254800,3.254400,3.258600,3.254800,3.255100,3.254600,3.256000,3.256400,3.253500,3.254900,3.255900,3.252100,3.254800,3.254200,3.255000,3.255000,0.006500,52.084000,0.000000,0.000000,28.074020,28.074020,28.144897,0.070877
2:6:16:8030,03.254400,3.254400,3.258000,3.254600,3.254900,3.254400,3.255800,3.256400,3.253400,3.254400,3.255500,3.252000,3.254600,3.254100,3.254600,3.255000,0.006000,52.084000,0.000000,0.000000,28.078720,28.064575,28.140182,0.075607
2:6:17:0110,03.253800,3.253100,3.257800,3.254000,3.254800,3.254200,3.255600,3.256200,3.253100,3.254400,3.255500,3.252000,3.254500,3.254000,3.254800,3.254900,0.005800,52.084999,0.000000,0.000000,28.078720,28.074020,28.140182,0.066162
2:6:17:1990,03.254500,3.254200,3.258600,3.254900,3.254800,3.254500,3.255700,3.256200,3.253600,3.254600,3.255600,3.252200,3.254600,3.254200,3.254900,3.254900,0.006400,52.085999,0.000000,0.000000,28.074020,28.069290,28.135437,0.066147
2:6:17:3770,03.255000,3.254700,3.258300,3.254900,3.255100,3.254500,3.256100,3.256600,3.253500,3.254800,3.256000,3.252300,3.254800,3.254300,3.254800,3.255200,0.006000,52.085999,0.000000,0.000000,28.078720,28.074020,28.144897,0.070877
2:6:17:6010,03.254900,3.254600,3.258200,3.254800,3.255200,3.254500,3.256000,3.256300,3.253300,3.254600,3.255800,3.252200,3.255000,3.254300,3.255000,3.255000,0.006000,52.087002,0.000000,0.000000,28.078720,28.069290,28.144897,0.075607
2:6:17:7860,03.255000,3.253900,3.257800,3.254400,3.255000,3.254500,3.256100,3.256300,3.253200,3.254400,3.255400,3.252000,3.254800,3.253900,3.254600,3.255000,0.005800,52.088001,0.000000,0.000000,28.074020,28.064575,28.130722,0.066147
2:6:17:9820,03.254400,3.254300,3.258100,3.254600,3.255000,3.254200,3.255800,3.256400,3.253500,3.254500,3.255600,3.252100,3.254900,3.254000,3.255000,3.255200,0.006000,52.089001,0.000000,0.000000,28.078720,28.074020,28.144897,0.070877
2:6:18:1820,03.254800,3.254300,3.258800,3.255000,3.255000,3.254400,3.256200,3.257000,3.253600,3.255000,3.256000,3.252400,3.255100,3.254100,3.255000,3.255200,0.006400,52.089001,0.000000,0.000000,28.078720,28.074020,28.140182,0.066162
2:6:18:3780,03.254200,3.254000,3.258700,3.254700,3.255000,3.254600,3.255900,3.256400,3.253400,3.254900,3.255700,3.252300,3.254800,3.254200,3.254800,3.255200,0.006400,52.090000,0.000000,0.000000,28.083466,28.078720,28.140182,0.061462
2:6:18:6050,03.254800,3.254500,3.258400,3.254800,3.255000,3.254400,3.256000,3.256400,3.253400,3.254900,3.255900,3.252300,3.255000,3.254200,3.254900,3.255400,0.006100,52.091000,0.000000,0.000000,28.088165,28.078720,28.140182,0.061462
2:6:18:7820,03.255300,3.254500,3.258700,3.255100,3.255600,3.254900,3.256400,3.256900,3.253600,3.255000,3.256100,3.252800,3.255200,3.254800,3.255200,3.255400,0.005900,52.091000,0.000000,0.000000,28.078720,28.074020,28.144897,0.070877
2:6:18:9950,03.254400,3.254500,3.258800,3.255100,3.255400,3.254800,3.256200,3.256900,3.253600,3.254900,3.256100,3.252600,3.255100,3.254200,3.255200,3.255400,0.006200,52.091999,0.000000,0.000000,28.083466,28.074020,28.140182,0.066162
2:6:19:1890,03.254700,3.254400,3.258400,3.254800,3.255300,3.254800,3.256400,3.256700,3.253800,3.255100,3.256000,3.252300,3.255200,3.254400,3.255300,3.255300,0.006100,52.092999,0.000000,0.000000,28.083466,28.069290,28.135437,0.066147
2:6:19:4370,03.255100,3.254600,3.259200,3.255200,3.255600,3.255400,3.256600,3.257000,3.254000,3.255400,3.256400,3.253000,3.255600,3.254700,3.255700,3.255800,0.006200,52.094002,0.000000,0.000000,28.092911,28.078720,28.154343,0.075623
2:6:19:6320,03.254600,3.254100,3.258500,3.254900,3.255300,3.254900,3.256200,3.256600,3.253800,3.255000,3.256000,3.252500,3.255000,3.254600,3.255100,3.255400,0.006000,52.095001,0.000000,0.000000,28.078720,28.083466,28.144897,0.066177
2:6:19:8260,03.255300,3.254900,3.259300,3.255400,3.255500,3.254900,3.256600,3.256800,3.254000,3.255300,3.256200,3.252700,3.255700,3.255000,3.255300,3.256000,0.006600,52.095001,0.000000,0.000000,28.088165,28.078720,28.149628,0.070908
2:6:20:0200,03.255400,3.255000,3.259200,3.255500,3.255600,3.254900,3.256600,3.256600,3.254100,3.255400,3.256400,3.252900,3.255400,3.254700,3.255400,3.255600,0.006300,52.096001,0.000000,0.000000,28.083466,28.074020,28.144897,0.070877
2:6:20:2140,03.255200,3.254900,3.258900,3.255400,3.255800,3.255000,3.256500,3.257000,3.253800,3.255200,3.256200,3.252600,3.255200,3.254700,3.255300,3.255700,0.006300,52.097000,0.000000,0.000000,28.088165,28.074020,28.140182,0.066162
2:6:20:3980,03.255200,3.254900,3.259200,3.255300,3.255600,3.255100,3.256600,3.257200,3.254200,3.255500,3.256600,3.252700,3.255400,3.254800,3.255400,3.255700,0.006500,52.097000,0.000000,0.000000,28.083466,28.074020,28.144897,0.070877
2:6:20:5930,03.254800,3.254900,3.259100,3.255400,3.255700,3.255200,3.256500,3.256900,3.254000,3.255300,3.256100,3.252700,3.255400,3.254900,3.255400,3.255700,0.006400,52.097000,0.000000,0.000000,28.083466,28.074020,28.149628,0.075607
2:6:21:1640,03.255400,3.255200,3.259200,3.255700,3.256000,3.255200,3.256800,3.257200,3.254400,3.255600,3.256800,3.253100,3.255800,3.255000,3.255900,3.256300,0.006100,52.098000,0.000000,0.000000,28.088165,28.074020,28.140182,0.066162
2:6:21:4770,03.255000,3.254500,3.258900,3.255200,3.256200,3.255300,3.256900,3.257000,3.254200,3.255500,3.256600,3.253200,3.255700,3.254900,3.255800,3.256100,0.005700,52.099998,0.071000,0.000000,28.083466,28.074020,28.144897,0.070877
2:6:21:7160,03.323300,3.324000,3.325400,3.324000,3.324000,3.325400,3.324800,3.324900,3.322700,3.323300,3.324400,3.324600,3.324100,3.324500,3.324700,3.322800,0.002700,53.477001,145.996994,0.009000,28.088165,28.074020,28.144897,0.070877
2:6:21:9550,03.327500,3.328900,3.330300,3.329000,3.329000,3.330200,3.329400,3.329600,3.327200,3.328200,3.329200,3.329600,3.328600,3.329300,3.329600,3.328000,0.003100,53.576000,145.996994,0.017000,28.088165,28.078720,28.140182,0.061462
2:6:22:2230,03.332000,3.332300,3.333500,3.332800,3.332700,3.333900,3.333200,3.333400,3.331100,3.331800,3.332600,3.333400,3.332300,3.333000,3.333500,3.331500,0.002800,53.620998,145.996994,0.030000,28.088165,28.074020,28.144897,0.070877
2:6:22:4640,03.334300,3.335300,3.336300,3.335600,3.335300,3.336400,3.335900,3.335800,3.333700,3.334500,3.335000,3.336200,3.334800,3.335700,3.335900,3.334100,0.002700,53.675999,145.996994,0.038000,28.088165,28.078720,28.149628,0.070908
2:6:22:7150,03.337400,3.337800,3.338300,3.338300,3.337800,3.338800,3.338500,3.338600,3.336300,3.337000,3.337400,3.338900,3.337200,3.338200,3.338600,3.336700,0.002600,53.706001,145.996994,0.050000,28.088165,28.078720,28.149628,0.070908
2:6:23:0960,03.340800,3.341000,3.341800,3.341800,3.341300,3.342800,3.341900,3.341600,3.339600,3.340400,3.340900,3.342600,3.340500,3.341900,3.342100,3.340100,0.003200,53.734001,145.996994,0.058000,28.083466,28.083466,28.140182,0.056717
2:6:23:3460,03.342600,3.343000,3.343600,3.343600,3.343100,3.344700,3.343600,3.343700,3.341800,3.342400,3.343000,3.344600,3.342600,3.343800,3.343900,3.342000,0.002900,53.771000,145.996994,0.066000,28.083466,28.074020,28.144897,0.070877
2:6:23:6130,03.344400,3.345100,3.345400,3.345600,3.345300,3.346100,3.345800,3.345600,3.343800,3.344100,3.344600,3.346400,3.344200,3.345800,3.345700,3.344000,0.002600,53.805000,145.996994,0.078000,28.092911,28.078720,28.144897,0.066177
2:6:23:8950,03.346300,3.347000,3.347600,3.347900,3.347300,3.348300,3.347700,3.347400,3.345900,3.346200,3.346500,3.348600,3.346400,3.347600,3.347700,3.346000,0.002700,53.827000,145.996002,0.090000,28.088165,28.083466,28.149628,0.066162
2:6:24:1340,03.347900,3.348200,3.349000,3.349000,3.348400,3.349600,3.349000,3.348700,3.347200,3.347600,3.348000,3.349900,3.347400,3.348800,3.349400,3.347300,0.002700,53.856998,145.996002,0.098000,28.092911,28.078720,28.144897,0.066177
2:6:24:3810,03.349200,3.349800,3.350200,3.350700,3.349900,3.351100,3.350200,3.350200,3.348800,3.349200,3.349500,3.351500,3.349100,3.350300,3.350700,3.348800,0.002700,53.875000,145.996002,0.111000,28.083466,28.074020,28.144897,0.070877
2:6:24:6200,03.351400,3.351600,3.351600,3.352100,3.351300,3.352700,3.351800,3.351600,3.350100,3.350100,3.350600,3.352900,3.350300,3.351500,3.352100,3.350000,0.002900,53.901001,145.996002,0.119000,28.092911,28.078720,28.149628,0.070908
2:6:24:8350,03.352400,3.352800,3.352500,3.353200,3.352300,3.353800,3.352700,3.352900,3.351400,3.351500,3.351900,3.354400,3.351600,3.353300,3.353100,3.351200,0.003200,53.919998,145.996002,0.131000,28.092911,28.083466,28.149628,0.066162
2:6:25:0820,03.352800,3.354000,3.353600,3.354400,3.353300,3.354700,3.353700,3.353800,3.352500,3.352600,3.352800,3.355500,3.352500,3.354100,3.354100,3.352200,0.003300,53.935001,145.996002,0.139000,28.102356,28.083466,28.154343,0.070877
2:6:25:3230,03.354200,3.354900,3.354900,3.355800,3.354900,3.356200,3.355400,3.355300,3.353700,3.354000,3.354200,3.356700,3.353900,3.355400,3.355500,3.353600,0.003100,53.959999,145.996002,0.147000,28.092911,28.083466,28.149628,0.066162
2:6:25:5720,03.355400,3.356400,3.356300,3.356900,3.355400,3.357000,3.356300,3.355800,3.354700,3.354800,3.355200,3.357600,3.354500,3.356400,3.356400,3.354400,0.003200,53.977001,145.996002,0.159000,28.083466,28.083466,28.149628,0.066162
2:6:25:8190,03.357400,3.358000,3.357200,3.358100,3.357000,3.358200,3.357600,3.357200,3.355800,3.356200,3.356300,3.359000,3.356000,3.357500,3.357800,3.355900,0.003200,53.998001,145.996002,0.167000,28.083466,28.078720,28.140182,0.061462
2:6:26:1060,03.358200,3.358500,3.358300,3.359300,3.358100,3.359600,3.358700,3.358500,3.357300,3.357400,3.357400,3.360200,3.357400,3.358800,3.359000,3.356900,0.003300,54.012001,145.996994,0.180000,28.088165,28.083466,28.154343,0.070877
2:6:26:3320,03.359000,3.359400,3.359000,3.360200,3.359300,3.360500,3.359800,3.359400,3.358200,3.358400,3.358600,3.361500,3.358200,3.360000,3.360100,3.357900,0.003600,54.032001,145.996994,0.188000,28.088165,28.092911,28.154343,0.066177
2:6:26:5880,03.360300,3.360600,3.360300,3.361700,3.360400,3.361600,3.360800,3.360900,3.359400,3.359500,3.359900,3.363000,3.359400,3.361200,3.361100,3.359400,0.003600,54.046001,145.996994,0.200000,28.092911,28.092911,28.159088,0.066177
2:6:26:8330,03.361400,3.361600,3.361400,3.362700,3.361400,3.362600,3.361800,3.361400,3.360200,3.360600,3.360400,3.363500,3.360100,3.362000,3.362200,3.360000,0.003500,54.066002,145.996994,0.208000,28.092911,28.083466,28.144897,0.061432
2:6:27:0460,03.361700,3.362000,3.362200,3.363500,3.362700,3.363700,3.362800,3.362500,3.361300,3.361500,3.361400,3.364400,3.361000,3.362800,3.363100,3.361000,0.003400,54.078999,145.996994,0.220000,28.092911,28.083466,28.154343,0.070877
2:6:27:2760,03.363600,3.363700,3.363000,3.364800,3.363200,3.364500,3.363900,3.363400,3.362400,3.362500,3.362800,3.365500,3.362300,3.364000,3.364300,3.362400,0.003200,54.091999,145.996994,0.228000,28.083466,28.083466,28.149628,0.066162
2:6:27:5170,03.364200,3.364400,3.364200,3.365600,3.363900,3.365100,3.364500,3.364200,3.363100,3.363200,3.363100,3.366500,3.363100,3.364400,3.365000,3.363000,0.003500,54.111000,145.996994,0.236000,28.088165,28.088165,28.149628,0.061462
2:6:27:7670,03.364600,3.365200,3.364800,3.366200,3.364900,3.366000,3.365400,3.365200,3.364200,3.364100,3.364400,3.367300,3.363900,3.365500,3.365800,3.363800,0.003500,54.122002,145.996994,0.249000,28.088165,28.088165,28.149628,0.061462
2:6:28:0080,03.366100,3.366400,3.365700,3.367200,3.365900,3.367000,3.366200,3.366000,3.364900,3.364800,3.364900,3.368200,3.364700,3.366200,3.366600,3.364800,0.003500,54.139999,145.996994,0.257000,28.083466,28.083466,28.159088,0.075623
2:6:28:2770,03.367000,3.367200,3.366900,3.368000,3.366600,3.367700,3.367200,3.366700,3.365800,3.365600,3.366000,3.369400,3.365500,3.367200,3.367200,3.366100,0.003900,54.151001,145.996994,0.269000,28.102356,28.088165,28.149628,0.061462
2:6:28:5180,03.367400,3.368300,3.367600,3.369100,3.367600,3.368800,3.367900,3.367800,3.366800,3.366900,3.366900,3.370100,3.366600,3.368200,3.368600,3.366400,0.003700,54.169998,145.996994,0.277000,28.088165,28.083466,28.154343,0.070877
2:6:28:7400,03.368900,3.368800,3.368300,3.369900,3.368500,3.369500,3.368900,3.368400,3.367600,3.367700,3.368000,3.371200,3.367200,3.369100,3.369200,3.367400,0.004000,54.181000,145.996994,0.289000,28.083466,28.088165,28.159088,0.075623
2:6:28:9710,03.369400,3.369800,3.369100,3.370500,3.369200,3.370400,3.369400,3.369300,3.368400,3.368300,3.368200,3.371700,3.368100,3.369700,3.370000,3.367900,0.003800,54.192001,145.996994,0.297000,28.092911,28.083466,28.144897,0.061432
2:6:29:2000,03.370300,3.370900,3.369900,3.371600,3.370000,3.371300,3.370400,3.370200,3.369300,3.369200,3.369400,3.373100,3.369300,3.370700,3.371100,3.369200,0.003900,54.209999,145.996002,0.305000,28.092911,28.078720,28.144897,0.066177
2:6:29:4430,03.371000,3.371100,3.370500,3.372200,3.370800,3.372000,3.371000,3.370500,3.370000,3.369800,3.370000,3.373400,3.369700,3.371400,3.371600,3.369500,0.003900,54.220001,145.996002,0.313000,28.092911,28.083466,28.144897,0.061432
2:6:29:6840,03.372000,3.372000,3.371400,3.373000,3.371600,3.372800,3.372000,3.371600,3.370900,3.370700,3.370900,3.374300,3.370500,3.372400,3.372500,3.370600,0.003800,54.230000,145.996002,0.326000,28.088165,28.097656,28.159088,0.070923
2:6:29:9310,03.372900,3.373200,3.372300,3.373700,3.372300,3.373600,3.372800,3.372400,3.371500,3.371400,3.371600,3.375400,3.371300,3.373000,3.373200,3.371200,0.004200,54.245998,145.996002,0.334000,28.092911,28.083466,28.159088,0.075623
2:6:30:1800,03.373200,3.373800,3.372600,3.374500,3.373100,3.374200,3.373500,3.373000,3.372200,3.372200,3.372300,3.375800,3.372000,3.373400,3.373800,3.371700,0.004100,54.257000,145.996002,0.346000,28.097656,28.088165,28.149628,0.061462
2:6:30:4310,03.374600,3.375000,3.373800,3.375700,3.373700,3.374900,3.374300,3.373800,3.373200,3.373000,3.373100,3.376800,3.372800,3.374400,3.374600,3.372300,0.004500,54.275002,145.996002,0.354000,28.092911,28.083466,28.154343,0.070877
2:6:30:6990,03.375000,3.375000,3.374200,3.376100,3.374200,3.375600,3.374700,3.374200,3.373600,3.373600,3.373700,3.377400,3.373000,3.375000,3.375300,3.373200,0.004400,54.286999,145.996002,0.366000,28.088165,28.083466,28.154343,0.070877
2:6:30:9120,03.376000,3.376200,3.375600,3.377200,3.375600,3.376300,3.375800,3.375300,3.374700,3.374500,3.374600,3.378500,3.374300,3.376000,3.376100,3.374200,0.004300,54.312000,145.996002,0.374000,28.097656,28.102356,28.159088,0.061432
2:6:31:1580,03.376600,3.376900,3.375600,3.378000,3.376100,3.377100,3.376500,3.376000,3.375300,3.375100,3.375200,3.379300,3.375000,3.376800,3.377000,3.375300,0.004300,54.318001,145.996994,0.382000,28.088165,28.088165,28.154343,0.066177
2:6:31:4040,03.376700,3.376700,3.376100,3.378100,3.376300,3.377100,3.376600,3.376200,3.375600,3.375400,3.375700,3.379500,3.375200,3.377000,3.377200,3.375400,0.004300,54.332001,145.996994,0.399000,28.097656,28.083466,28.149628,0.066162
2:6:32:4950,03.302300,3.301500,3.303000,3.302900,3.301800,3.300900,3.302200,3.302100,3.300700,3.301000,3.301400,3.301000,3.300300,3.300800,3.301600,3.301900,0.002700,52.825001,0.000000,0.000000,28.097656,28.083466,28.149628,0.066162
2:6:32:6780,03.302300,3.301500,3.303000,3.302900,3.301800,3.300900,3.302200,3.302100,3.300700,3.301000,3.301400,3.301000,3.300300,3.300800,3.301600,3.301900,0.002700,52.806999,0.000000,0.000000,28.097656,28.083466,28.149628,0.066162
2:6:32:8880,03.300700,3.299700,3.301200,3.301100,3.299700,3.299000,3.300200,3.300200,3.298800,3.299200,3.299300,3.299000,3.298600,3.298400,3.299500,3.299400,0.002800,52.789001,0.000000,0.000000,28.092911,28.092911,28.159088,0.066177
2:6:33:0800,03.299400,3.299000,3.300100,3.300000,3.298900,3.298100,3.299200,3.299300,3.298100,3.298200,3.298300,3.298200,3.297600,3.297600,3.298600,3.298900,0.002500,52.775002,0.000000,0.000000,28.097656,28.092911,28.154343,0.061432
2:6:33:2800,03.298800,3.297800,3.299600,3.298800,3.298000,3.297100,3.298400,3.298300,3.296800,3.297400,3.297600,3.297000,3.296600,3.296700,3.297600,3.297900,0.003000,52.762001,0.000000,0.000000,28.097656,28.092911,28.163803,0.070892